Sequence,Word,Meaning
685,saver,n. 救助者；节俭的人；节约装置
686,artist,n. 艺术家；美术家（尤指画家）；大师
687,scenery,n. 风景；景色；[戏]舞台布景
688,stockbroker,n. 股票经纪人
689,career,n. 事业，职业；生涯
690,despondent,adj. 沮丧的；失望的
691,central,adj. 中心的；主要的；中枢的
692,thwart,vt. 横过；反对；阻碍；挫败
693,treaty,n. 条约，协议；谈判
694,beyond,prep. 超过；越过；在...较远的一边；那一边
695,harass,vt. 使烦恼；使困扰；反复袭击
696,exaggerate,vt. 使增大；使扩大
697,protected,adj. 受保护的
698,approach,n. 接近；方法；途径
699,lie,vi. 说谎；位于；躺；展现
700,sizeable,adj. 大的，相当大的
701,dog,n. 狗；；[美俚]丑女人；卑鄙的人；（俚）朋友；vt. 跟踪；尾随
702,fund,n. 资金；基金；存款
703,seriously,adv. 认真地；严重地，严肃地
704,occurrence,n. 事件；发生；出现；发现
705,medial,内侧
706,ready,adj. 准备好；情愿的；现成的；迅速的；快要…的
707,signal,n. 信号；暗号；导火线
708,thoughtful,adj. 深思的；体贴的；关切的
709,list,n. 列表；目录；清单
710,individual,adj. 个别的；个人的；独特的
711,simplicity,n. 朴素；简易；天真；愚蠢
712,qualm,n. 疑虑；不安
713,pressure,n. 压力；压迫，压强
714,accept,vt. 接受；承认；承担；承兑；容纳
715,answer,vt. 符合；回答
716,hard-boiled,煮
717,resourceful,adj. 资源丰富的；足智多谋的；机智的
718,identity,n. 身份；同一性，一致；恒等式；特性
719,left,n. 左边；左派
720,mega,n. 百万
721,determined,adj. 坚决的；决定了的
722,prepared,adj. 精制的；准备好的
723,diseased,adj. 患病的；病态的；不健全的
724,whatsoever,pron. 无论什么
725,successful,adj. 成功的；一帆风顺的
726,argue,vi. 争论，辩论；提出理由
727,cup,n. 杯子；奖杯；酒杯
728,particulars,n. 细节；详情（particular的复数）
729,amount,vi. 总计，合计；共计；相当于；产生…结果
730,ability,n. 能力，能耐；才能
731,staffer,n. 职员；编辑；采访记者
732,recognized,adj. 经过验证的；公认的
733,indication,n. 指示，指出；迹象；象征
734,character,n. 字符；特性；角色；性格，品质
735,grub,vi. 翻掘；搜寻；挖土
736,lost,adj. 失去的；迷惑的；丧失的
737,degree,n. 程度，等级；度；学位；阶层
738,wonderful,adj. 奇妙的；极好的
739,attack,n. 攻击；抨击；疾病发作
740,hesitant,adj. 踌躇的；迟疑的；犹豫不定的
741,regional,adj. 地区的；整个地区的；局部的
742,tell,vt. 告诉，说；吩咐；辨别；断定
743,box,n. 箱，盒子；包厢；一拳
744,tweak,调整
745,trait,n. 特性，特点；品质；少许
746,pretty,adj. 漂亮的；可爱的；优美的
747,trade-off,权衡
748,elective,adj. 选修的；选举的；选任的
749,everyday,adj. 每天的，日常的
750,physically,adv. 身体上，身体上地
751,lay,vt. 搁放；躺下；产卵
752,general,adj. 一般的，普通的；综合的；大体的
753,feign,vt. 假装；装作；捏造；想象
754,standardization,n. 标准化；规格化；校准
755,bill,n. 帐单；法案；广告；钞票；票据；清单
756,messaging,n. 消息传送；信息传送；通知
757,failed,adj. 已失败的，不成功的
758,outside,adj. 外面的，外部的；外来的
759,arrive,vi. 到达；成功；出生；达成
760,analysis,n. 分析；分解；验定
761,benefit,n. 利益，好处；救济金
762,named,adj. 被指名的；命名的；指定的
763,sexism,n. （针对女性的）性别歧视；男性至上主义
764,forward,adj. 早的；向前的；迅速的
765,lax,n. 松元音；泻肚
766,present,vt. 呈现；介绍；提出；赠送
767,sectional,adj. 部分的，节的；可组合的
768,environmentalism,环境保护主义
769,glassware,n. 玻璃器皿；玻璃器具类
770,skilled,adj. 熟练的；有技能的；需要技能的
771,sister-in-law,嫂子
772,pneumatic,adj. 气动的；有气胎的；充气的
773,proffer,n. 提供；提出；提议
774,operational,adj. 操作的；运作的
775,financially,adv. 金融上；财政上
776,crime,n. 罪行，犯罪；罪恶；犯罪活动
777,stagger,vt. 使交错；蹒跚；使犹豫
778,OK,adj. 好的；不错的
779,compare,vt. 比较；对照；比喻为
780,authority,n. 权威；权力；当局
781,miss,vt. 漏掉；错过；想念
782,sortie,n. 突围；出击
783,one-bedroom,一居室
784,act,vt. 扮演；装作，举动像
785,knowledgeable,adj. 有见识的；知识渊博的，有知识的；聪明的
786,gun,n. 枪枝；枪状物；[美俚]持枪歹徒
787,stationary,adj. 静止的；固定的；定居的；常备军的
788,blue,adj. 蓝色的；忧郁的，沮丧的；下流的
789,stratification,n. 成层；[地]层理
790,little-known,鲜为人知
791,clearly,adv. 明净地；清晰地；无疑地；明显地
792,discussion,n. 讨论，议论
793,indefinite,adj. 不确定的；模糊的；无限的
794,forced,adj. 强迫的；被迫的
795,truthful,adj. 诚实的；真实的
796,songbird,夜莺
797,exasperate,vt. 使恼怒；激怒；恶化
798,democratically,民主
799,check,vi. 证明无误；核对无误；将军（象棋）
800,environmental,adj. 环境的，周围的；有关环境的
801,legacy,n. 遗赠，遗产
802,dark,adj. 黑暗的，深色的；无知的；模糊的；忧郁的
803,variously,adv. 不同地；多方面地；个别地；多彩地
804,rather,adv. 宁可，宁愿；相当
805,laugh,n. 笑；引人发笑的事或人
806,guess,vt. 猜测；推测；猜中；[美口]认为
807,executive,adj. 执行的，经营管理的；行政的；经营的
808,proven,v. 证明（prove的过去分词）
809,hang,vt. 绞死；悬挂，垂下；使悬而未决；装饰
810,entirely,adv. 完全地，彻底地
811,rock,n. 岩石；暗礁；摇滚乐
812,designate,vt. 标出；指定；把…定名为；指派
813,Enquirer,n. 寻问者；追究者
814,forgive,vt. 原谅；免除（债务、义务等）
815,claim,vi. 提出要求
816,notebook,n. 笔记本，笔记簿；手册
817,renaissance,文艺复兴
818,managerial,adj. 管理的；经理的
819,helper,n. 助手，帮手
820,enjoyable,adj. 令人愉快的；快乐的
821,network,n. 网络；网状物；广播网
822,legality,n. 合法；合法性；墨守法规
823,religiously,adv. 虔诚地，笃信地
824,cold,adj. 寒冷的；冷淡的，不热情的；失去知觉的
825,formal,adj. 正式的；拘谨的；有条理的
826,final,adj. 最终的；决定性的；不可更改的
827,mainframe,n. 主机；大型机
828,science-fiction,科幻小说
829,green,adj. 绿色的；青春的
830,menace,n. 威胁；恐吓
831,card,n. 卡片；纸牌；明信片
832,above,prep. 在……上面；在……之上；超过
833,seated,adj. 就座的；固定的；根深蒂固的
834,cell,n. 细胞；电池；蜂房的巢室；单人小室
835,established,adj. 已制定的，已建立的；确定的
836,nice,adj. 精密的；美好的；细微的；和蔼的
837,triangle,n. 三角（形）；三角形之物；三人一组；三角关系
838,expert,adj. 熟练的；内行的；老练的
839,springboard,n. [体]跳板；出发点
840,firm,adj. 坚定的；结实的；牢固的；严格的
841,democratic,adj. 民主的；民主政治的；大众的
842,radio,n. 收音机；无线电广播设备
843,visitation,n. 视察；访问；正式访问；探视
844,manager,n. 经理；管理人员
845,avoid,vt. 避免；避开，躲避；消除
846,imagined,想象
847,too,adv. 也；太；非常；还；过度；很
848,hugely,adv. 巨大地；非常地
849,ball,n. 球；舞会
850,finish,vt. 完成；结束；用完
851,youth,n. 青春；青年；青少年时期；年轻
852,therapeutic,adj. 治疗的；治疗学的；有益于健康的
853,impact,vt. 撞击；冲突；影响；压紧
854,respondent,adj. 回答的；应答的
855,stateroom,大客厅
856,maintenance,n. 维护，维修；保持；生活费用
857,charge,n. 费用；掌管；控告；负载；电荷；命令
858,popularity,n. 普及，流行；名气；受大众欢迎
859,traditionalist,n. 因循守旧者；传统主义者
860,ontological,本体论
861,revealing,adj. 透露真情的；有启迪作用的；袒胸露肩的
862,directional,adj. 方向的
863,weaponry,n. 兵器，武器（总称）
864,employer,n. 雇主，老板
865,cultural,adj. 文化的；教养的
866,contain,vt. 包含；容纳；控制；牵制（敌军）
867,peaceful,adj. 和平的，爱好和平的；平静的
868,pain,n. 疼痛；努力
869,apply,vt. 应用；申请；涂，敷
870,playback,n. 重放；录音重放装置
871,measure,n. 措施；程度；测量；尺寸
872,wide-eyed,睁大眼睛
873,shake-up,人事变动
874,fly,vi. 飞；飘扬；驾驶飞机
875,interview,n. 面试，面谈；接见，采访
876,manageable,adj. 易控制的；易办的；易管理的
877,chair,n. 椅子；（会议的）主席位；大学教授的职位；讲座
878,fish,vi. 捕鱼，钓鱼；用钩捞取
879,particular,adj. 特别的；独有的；挑剔的；详细的
880,camera,n. 照相机；摄影机
881,structured,adj. 有结构的；有组织的
882,polity,n. 政体；国体；政治组织
883,performance,n. 性能；表演；执行；绩效
884,bit,n. 少量；马嚼子；比特（二进位制信息单位）；辅币；[口]老一套
885,weighted,adj. 加重的；加权的；衡量过的
886,sue,vt. 请求；控告
887,discovery,n. 发现，发觉；被发现的事物
888,candidate,n. 候选人，候补者；应试者
889,productive,adj. 多产的；富有成效的；能生产的；生产的，生产性的
890,treatable,可治疗的
891,triple,adj. 三倍的；三方的
892,evenly,adv. 平坦地；均匀地；平等地；平衡地
893,affect,vt. 影响；假装；感动；感染
894,inside,n. 内部；里面；内脏；内情
895,conference,n. 会议；协商；讨论；[篮]联盟
896,unitary,adj. 单位的；单一的；统一的
897,styling,n. 款式，式样
898,adult,adj. 成熟的；成年的
899,worrying,adj. 令人担心的；烦恼的
900,range,n. 范围；山脉；排；幅度
901,mention,vt. 说起；提到，谈到；提及，论及
902,deep,n. 深处；深渊
903,edge,n. 边缘；刀刃；优势；锋利
904,individualism,n. 个人主义；个人特征；利己主义
905,specifically,adv. 明确地；特别地
906,writhe,vi. 蠕动；翻滚
907,troubled,adj. 动乱的，不安的；混乱的；困惑的
908,necessitate,vt. 使成为必需，需要；迫使
909,throw,vt. 抛；投；掷
910,challenge,n. 挑战；怀疑
911,fear,n. 害怕；担心；恐惧；敬畏
912,shout,vi. 呼喊；喊叫；大声说
913,institutional,adj. 学会的；制度的；制度上的
914,middle,adj. 中间的，中部的；中级的，中等的
915,seafood,n. 海鲜；海味；海产食品
916,dream,vi. 做梦，梦见；梦想；想到
917,bar,n. 酒吧；条，棒；障碍
918,beautiful,adj. 美丽的
919,prophecy,n. 预言；预言能力；[宗]预言书
920,instead,adv. 代替；反而
921,improved,adj. 改良的；改进过的
922,stuffed,已经喂饱了的；塞满了的
923,methodical,adj. 有方法的；有系统的
924,someday,adv. 有一天，有朝一日
925,magenta,n. 品红；洋红；红色苯胺染料
926,hotline,n. 热线电话，咨询电话；热线
927,sole,n. 鞋底；脚底；基础；鳎目鱼
928,reflected,adj. 反射的；得自他人的
929,heavy-duty,重型
930,sexuality,n. 性欲；性征；性别；性方面的事情（比如性行为或性能力）
931,bag,n. 袋；猎获物；（俚）一瓶啤酒；vt. 猎获；把…装入袋中；[口]占据，私吞；使膨大；vi. 松垂
932,heat,n. 热度；高温；压力；热烈
933,fallacy,n. 谬论，谬误
934,married,adj. 已婚的，有配偶的；婚姻的，夫妇的；密切结合的
935,toughen,强化
936,singer,n. 歌手，歌唱家
937,surfer,n. 冲浪运动员，乘冲浪板冲浪的人
938,purposeful,adj. 有目的的；有决心的
939,existence,n. 存在，实在；生存，生活；存在物，实在物
940,patterned,adj. 有图案的，组成图案的
941,whomever,谁
942,skinhead,n. 行为暴戾的青少年；理平头的男人
943,agent,n. 代理人，代理商；药剂；特工
944,ownership,n. 所有权；物主身份
945,machine,n. 机械，机器；机械般工作的人；机构
946,gaseous,adj. 气态的，气体的；无实质的
947,ahead,adj. 向前；在前的；领先；adv. 向前的；领先的
948,generational,分代
949,commercial,adj. 商业的；营利的；靠广告收入的
950,address,vt. 写姓名地址；向…致辞；演说；从事；忙于
951,cancer,n. 癌症；恶性肿瘤
952,iteration,n. 重复；反复；迭代
953,realization,n. 实现；领悟
954,coach,n. 教练；旅客车厢；长途公车；四轮大马车
955,Ms,女士
956,yardage,码数
957,beat,vt. 打；打败
958,violent,adj. 猛烈的；暴力的
959,totalitarian,极权主义
960,tendency,n. 倾向，趋势；癖好
961,investor,n. 投资者
962,disdain,n. 蔑视
963,finger,n. 手指；指针，指状物
964,gardener,n. 花匠；园丁；园艺家
965,notice,n. 通知，布告；注意；公告
966,collection,n. 收藏品；募捐；征收；采集，聚集
967,modern-day,现代
968,taste,n. 味道；品味；审美
969,partner,n. 合伙人；伙伴；配偶
970,positive,adj. 确定的，肯定的；积极的；正的，阳性的；绝对的；实际的，真实的
971,civil,adj. 公民的；民间的；文职的；有礼貌的；根据民法的
972,kite,n. 风筝
973,consumer,n. 用户，顾客；消费者
974,shotgun,n. 霰弹猎枪
975,budget,n. 预算，预算费
976,wishful,adj. 渴望的，愿望的；寄予希望的
977,pair,n. 一对，一双，一副
978,scissors,n. 剪刀；剪式跳法
